sub_id,stra_id,book_id,sub,stra,book,counterparty,parent_counterparty,counterparty_id,source_deal_header_id,source_deal_detail_id,fixed_price,deal_id,deal_date,deal_type,template,leg,term_start,term_end,curve_name,curve_id,location,location_id,buy_sell_flag,volume,volume_uom,currency,adder,multiplier,book_id1,book_id2,book_id3,book_id4,commodity,commodity_id,trader,trader_id,contract_id,contract,total_volume,position_uom,entire_term_start,entire_term_end,fixed_cost,formula,formula_curve,header_physical_financial,deal_status,header_buy_sell_flag,created_user,created_ts,fixed_cost_currency,fixed/float,formula_currency,formula_curve_id,formula_id,price_multiplier,volume_multiplier2,pay_opposite,physical_financial_flag,expiration_date,price_adder2,price_adder_currency2,price_uom,pv_party,settlement_currency,settlement_date,standard_yearly_volume,sub_book,sub_deal_type,updated_by,updated_ts,volume_frequency,adder_currency,lock_deal_detail,capacity,profile_code,sub_book_id
1188,1189,1241,Demo,GAS,Financial Gas,BPL,NULL,4206,34698,33635,NULL,Basis Swap NG-UT,2015-06-25 00:00:00.000,Swap,Basis Swap NG,1,2015-10-01 00:00:00.000,2015-10-31 00:00:00.000,IFERC Permian,4408,IFERC Permian,NULL,Sell,-300.000000000000000000,MMBTU,USD,0.10000000000000000000,NULL,Financial Gas,None,None,None,Natural Gas,50,Gas Sales Trader,118,3616,PAC 812,9300.00000000000000000000,MMBTU,2015-07-01 00:00:00.000,2015-12-31 00:00:00.000,NULL,NULL,NYMEX-HH,Financial,New,Sell,farrms_admin,2015-09-14 00:00:00.000,USD,Float,NULL,4409,NULL,NULL,NULL,Yes,Financial,2014-10-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Financial Gas,NULL,farrms_admin,2015-09-30 03:56:56.367,Daily,NULL,No,NULL,NULL,88
1188,1189,1241,Demo,GAS,Financial Gas,BPL,NULL,4206,34698,33636,NULL,Basis Swap NG-UT,2015-06-25 00:00:00.000,Swap,Basis Swap NG,1,2015-11-01 00:00:00.000,2015-11-30 00:00:00.000,IFERC Permian,4408,IFERC Permian,NULL,Sell,-300.000000000000000000,MMBTU,USD,0.10000000000000000000,NULL,Financial Gas,None,None,None,Natural Gas,50,Gas Sales Trader,118,3616,PAC 812,9000.00000000000000000000,MMBTU,2015-07-01 00:00:00.000,2015-12-31 00:00:00.000,NULL,NULL,NYMEX-HH,Financial,New,Sell,farrms_admin,2015-09-14 00:00:00.000,USD,Float,NULL,4409,NULL,NULL,NULL,Yes,Financial,2014-11-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Financial Gas,NULL,farrms_admin,2015-09-30 03:56:56.367,Daily,NULL,No,NULL,NULL,88
1188,1189,1241,Demo,GAS,Financial Gas,BPL,NULL,4206,34698,33637,NULL,Basis Swap NG-UT,2015-06-25 00:00:00.000,Swap,Basis Swap NG,1,2015-12-01 00:00:00.000,2015-12-31 00:00:00.000,IFERC Permian,4408,IFERC Permian,NULL,Sell,-300.000000000000000000,MMBTU,USD,0.10000000000000000000,NULL,Financial Gas,None,None,None,Natural Gas,50,Gas Sales Trader,118,3616,PAC 812,9300.00000000000000000000,MMBTU,2015-07-01 00:00:00.000,2015-12-31 00:00:00.000,NULL,NULL,NYMEX-HH,Financial,New,Sell,farrms_admin,2015-09-14 00:00:00.000,USD,Float,NULL,4409,NULL,NULL,NULL,Yes,Financial,2014-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Financial Gas,NULL,farrms_admin,2015-09-30 03:56:56.367,Daily,NULL,No,NULL,NULL,88
1188,1189,1241,Demo,GAS,Financial Gas,New York Mercantile Exchange, Inc.,NULL,4212,34699,33638,3.55200000000000000000,Future NG-Gen,2015-06-25 00:00:00.000,Future,NULL,1,2015-09-01 00:00:00.000,2015-09-30 00:00:00.000,NYMEX-HH,4409,NYMEX-HH,NULL,Sell,-4.000000000000000000,NYMEX Lots,USD,NULL,NULL,Financial Gas,None,None,None,Natural Gas,50,Gas Hedge Trader,116,3616,PAC 812,40000.00000000000000000000,MMBTU,2015-09-01 00:00:00.000,2015-09-30 00:00:00.000,NULL,NULL,NULL,Financial,New,Sell,farrms_admin,2015-09-14 00:00:00.000,USD,Float,NULL,NULL,NULL,NULL,NULL,Yes,Financial,2015-09-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Financial Gas,NULL,farrms_admin,2015-10-27 15:02:51.020,Monthly,NULL,No,NULL,NULL,88
1188,1190,1247,Demo,POWER,Financial,PCP1,NULL,4232,34701,33640,34.85000000000000000000,Fixed Float Swap Power,2015-06-25 00:00:00.000,Swap,Fixed-Float Swap PWR,1,2015-07-01 00:00:00.000,2015-07-31 00:00:00.000,Palo Verde Forward RTC,4421,Palo Verde Forward RTC,NULL,Buy,2.000000000000000000,MW,USD,NULL,NULL,Financial Power,None,None,None,Power,123,Power Hedge Trader,120,3633,PFC 886,1488.00000000000000000000,MW,2015-07-01 00:00:00.000,2015-12-31 00:00:00.000,NULL,NULL,NULL,Financial,New,Buy,farrms_admin,2015-09-14 00:00:00.000,USD,Float,NULL,NULL,NULL,NULL,NULL,Yes,Financial,2015-07-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Financial Power,NULL,farrms_admin,2015-11-12 10:53:30.677,Hourly,NULL,No,NULL,NULL,93
1188,1190,1247,Demo,POWER,Financial,PCP1,NULL,4232,34701,33641,34.85000000000000000000,Fixed Float Swap Power,2015-06-25 00:00:00.000,Swap,Fixed-Float Swap PWR,1,2015-08-01 00:00:00.000,2015-08-31 00:00:00.000,Palo Verde Forward RTC,4421,Palo Verde Forward RTC,NULL,Buy,2.000000000000000000,MW,USD,NULL,NULL,Financial Power,None,None,None,Power,123,Power Hedge Trader,120,3633,PFC 886,1488.00000000000000000000,MW,2015-07-01 00:00:00.000,2015-12-31 00:00:00.000,NULL,NULL,NULL,Financial,New,Buy,farrms_admin,2015-09-14 00:00:00.000,USD,Float,NULL,NULL,NULL,NULL,NULL,Yes,Financial,2015-08-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Financial Power,NULL,farrms_admin,2015-11-12 10:53:30.677,Hourly,NULL,No,NULL,NULL,93
1188,1190,1247,Demo,POWER,Financial,PCP1,NULL,4232,34701,33642,34.85000000000000000000,Fixed Float Swap Power,2015-06-25 00:00:00.000,Swap,Fixed-Float Swap PWR,1,2015-09-01 00:00:00.000,2015-09-30 00:00:00.000,Palo Verde Forward RTC,4421,Palo Verde Forward RTC,NULL,Buy,2.000000000000000000,MW,USD,NULL,NULL,Financial Power,None,None,None,Power,123,Power Hedge Trader,120,3633,PFC 886,1440.00000000000000000000,MW,2015-07-01 00:00:00.000,2015-12-31 00:00:00.000,NULL,NULL,NULL,Financial,New,Buy,farrms_admin,2015-09-14 00:00:00.000,USD,Float,NULL,NULL,NULL,NULL,NULL,Yes,Financial,2015-09-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Financial Power,NULL,farrms_admin,2015-11-12 10:53:30.677,Hourly,NULL,No,NULL,NULL,93
1188,1190,1247,Demo,POWER,Financial,PCP1,NULL,4232,34701,33643,34.85000000000000000000,Fixed Float Swap Power,2015-06-25 00:00:00.000,Swap,Fixed-Float Swap PWR,1,2015-10-01 00:00:00.000,2015-10-31 00:00:00.000,Palo Verde Forward RTC,4421,Palo Verde Forward RTC,NULL,Buy,2.000000000000000000,MW,USD,NULL,NULL,Financial Power,None,None,None,Power,123,Power Hedge Trader,120,3633,PFC 886,1490.00000000000000000000,MW,2015-07-01 00:00:00.000,2015-12-31 00:00:00.000,NULL,NULL,NULL,Financial,New,Buy,farrms_admin,2015-09-14 00:00:00.000,USD,Float,NULL,NULL,NULL,NULL,NULL,Yes,Financial,2015-10-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Financial Power,NULL,farrms_admin,2015-11-12 10:53:30.677,Hourly,NULL,No,NULL,NULL,93
1188,1190,1247,Demo,POWER,Financial,PCP1,NULL,4232,34701,33644,34.85000000000000000000,Fixed Float Swap Power,2015-06-25 00:00:00.000,Swap,Fixed-Float Swap PWR,1,2015-11-01 00:00:00.000,2015-11-30 00:00:00.000,Palo Verde Forward RTC,4421,Palo Verde Forward RTC,NULL,Buy,2.000000000000000000,MW,USD,NULL,NULL,Financial Power,None,None,None,Power,123,Power Hedge Trader,120,3633,PFC 886,1440.00000000000000000000,MW,2015-07-01 00:00:00.000,2015-12-31 00:00:00.000,NULL,NULL,NULL,Financial,New,Buy,farrms_admin,2015-09-14 00:00:00.000,USD,Float,NULL,NULL,NULL,NULL,NULL,Yes,Financial,2015-11-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Financial Power,NULL,farrms_admin,2015-11-12 10:53:30.677,Hourly,NULL,No,NULL,NULL,93
1188,1190,1247,Demo,POWER,Financial,PCP1,NULL,4232,34701,33645,34.85000000000000000000,Fixed Float Swap Power,2015-06-25 00:00:00.000,Swap,Fixed-Float Swap PWR,1,2015-12-01 00:00:00.000,2015-12-31 00:00:00.000,Palo Verde Forward RTC,4421,Palo Verde Forward RTC,NULL,Buy,2.000000000000000000,MW,USD,NULL,NULL,Financial Power,None,None,None,Power,123,Power Hedge Trader,120,3633,PFC 886,1488.00000000000000000000,MW,2015-07-01 00:00:00.000,2015-12-31 00:00:00.000,NULL,NULL,NULL,Financial,New,Buy,farrms_admin,2015-09-14 00:00:00.000,USD,Float,NULL,NULL,NULL,NULL,NULL,Yes,Financial,2015-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Financial Power,NULL,farrms_admin,2015-11-12 10:53:30.677,Hourly,NULL,No,NULL,NULL,93
1188,1190,1245,Demo,POWER,Purchase,PCP2,NULL,4205,34703,33646,4.02000000000000000000,PPA_Questar,2015-06-25 00:00:00.000,Future,PPA,1,2015-01-01 00:00:00.000,2015-01-31 00:00:00.000,HOEP Physical Peak,4411,Palo Verde,1264,Buy,20.000000000000000000,MW,USD,NULL,0.33000000000000000000,Physical Power Buy,None,None,None,Power,123,Gas Trader,117,NULL,NULL,NULL,MW,2015-01-01 00:00:00.000,2015-12-31 00:00:00.000,NULL,NULL,NULL,Physical,New,Buy,farrms_admin,2015-09-14 00:00:00.000,USD,Float,NULL,NULL,NULL,NULL,NULL,Yes,Physical,2014-01-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Physical Power Buy,NULL,farrms_admin,2015-10-14 12:23:42.230,Hourly,NULL,No,NULL,NULL,92
1188,1190,1245,Demo,POWER,Purchase,PCP2,NULL,4205,34703,33647,4.02000000000000000000,PPA_Questar,2015-06-25 00:00:00.000,Future,PPA,1,2015-02-01 00:00:00.000,2015-02-28 00:00:00.000,HOEP Physical Peak,4411,Palo Verde,1264,Buy,20.000000000000000000,MW,USD,NULL,0.33000000000000000000,Physical Power Buy,None,None,None,Power,123,Gas Trader,117,NULL,NULL,NULL,MW,2015-01-01 00:00:00.000,2015-12-31 00:00:00.000,NULL,NULL,NULL,Physical,New,Buy,farrms_admin,2015-09-14 00:00:00.000,USD,Float,NULL,NULL,NULL,NULL,NULL,Yes,Physical,2014-02-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Physical Power Buy,NULL,farrms_admin,2015-10-14 12:23:42.230,Hourly,NULL,No,NULL,NULL,92
1188,1190,1245,Demo,POWER,Purchase,PCP2,NULL,4205,34703,33648,4.02000000000000000000,PPA_Questar,2015-06-25 00:00:00.000,Future,PPA,1,2015-03-01 00:00:00.000,2015-03-31 00:00:00.000,HOEP Physical Peak,4411,Palo Verde,1264,Buy,20.000000000000000000,MW,USD,NULL,0.33000000000000000000,Physical Power Buy,None,None,None,Power,123,Gas Trader,117,NULL,NULL,NULL,MW,2015-01-01 00:00:00.000,2015-12-31 00:00:00.000,NULL,NULL,NULL,Physical,New,Buy,farrms_admin,2015-09-14 00:00:00.000,USD,Float,NULL,NULL,NULL,NULL,NULL,Yes,Physical,2014-03-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Physical Power Buy,NULL,farrms_admin,2015-10-14 12:23:42.230,Hourly,NULL,No,NULL,NULL,92
1188,1190,1245,Demo,POWER,Purchase,PCP2,NULL,4205,34703,33649,4.02000000000000000000,PPA_Questar,2015-06-25 00:00:00.000,Future,PPA,1,2015-04-01 00:00:00.000,2015-04-30 00:00:00.000,HOEP Physical Peak,4411,Palo Verde,1264,Buy,20.000000000000000000,MW,USD,NULL,0.33000000000000000000,Physical Power Buy,None,None,None,Power,123,Gas Trader,117,NULL,NULL,NULL,MW,2015-01-01 00:00:00.000,2015-12-31 00:00:00.000,NULL,NULL,NULL,Physical,New,Buy,farrms_admin,2015-09-14 00:00:00.000,USD,Float,NULL,NULL,NULL,NULL,NULL,Yes,Physical,2014-04-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Physical Power Buy,NULL,farrms_admin,2015-10-14 12:23:42.230,Hourly,NULL,No,NULL,NULL,92
1188,1190,1245,Demo,POWER,Purchase,PCP2,NULL,4205,34703,33650,4.02000000000000000000,PPA_Questar,2015-06-25 00:00:00.000,Future,PPA,1,2015-05-01 00:00:00.000,2015-05-31 00:00:00.000,HOEP Physical Peak,4411,Palo Verde,1264,Buy,20.000000000000000000,MW,USD,NULL,0.33000000000000000000,Physical Power Buy,None,None,None,Power,123,Gas Trader,117,NULL,NULL,NULL,MW,2015-01-01 00:00:00.000,2015-12-31 00:00:00.000,NULL,NULL,NULL,Physical,New,Buy,farrms_admin,2015-09-14 00:00:00.000,USD,Float,NULL,NULL,NULL,NULL,NULL,Yes,Physical,2014-05-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Physical Power Buy,NULL,farrms_admin,2015-10-14 12:23:42.230,Hourly,NULL,No,NULL,NULL,92
1188,1190,1245,Demo,POWER,Purchase,PCP2,NULL,4205,34703,33651,4.02000000000000000000,PPA_Questar,2015-06-25 00:00:00.000,Future,PPA,1,2015-06-01 00:00:00.000,2015-06-30 00:00:00.000,HOEP Physical Peak,4411,Palo Verde,1264,Buy,20.000000000000000000,MW,USD,NULL,0.33000000000000000000,Physical Power Buy,None,None,None,Power,123,Gas Trader,117,NULL,NULL,NULL,MW,2015-01-01 00:00:00.000,2015-12-31 00:00:00.000,NULL,NULL,NULL,Physical,New,Buy,farrms_admin,2015-09-14 00:00:00.000,USD,Float,NULL,NULL,NULL,NULL,NULL,Yes,Physical,2014-06-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Physical Power Buy,NULL,farrms_admin,2015-10-14 12:23:42.230,Hourly,NULL,No,NULL,NULL,92
1188,1190,1245,Demo,POWER,Purchase,PCP2,NULL,4205,34703,33652,4.02000000000000000000,PPA_Questar,2015-06-25 00:00:00.000,Future,PPA,1,2015-07-01 00:00:00.000,2015-07-31 00:00:00.000,HOEP Physical Peak,4411,Palo Verde,1264,Buy,20.000000000000000000,MW,USD,NULL,0.33000000000000000000,Physical Power Buy,None,None,None,Power,123,Gas Trader,117,NULL,NULL,NULL,MW,2015-01-01 00:00:00.000,2015-12-31 00:00:00.000,NULL,NULL,NULL,Physical,New,Buy,farrms_admin,2015-09-14 00:00:00.000,USD,Float,NULL,NULL,NULL,NULL,NULL,Yes,Physical,2014-07-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Physical Power Buy,NULL,farrms_admin,2015-10-14 12:23:42.230,Hourly,NULL,No,NULL,NULL,92
1188,1190,1245,Demo,POWER,Purchase,PCP2,NULL,4205,34703,33653,4.02000000000000000000,PPA_Questar,2015-06-25 00:00:00.000,Future,PPA,1,2015-08-01 00:00:00.000,2015-08-31 00:00:00.000,HOEP Physical Peak,4411,Palo Verde,1264,Buy,20.000000000000000000,MW,USD,NULL,0.33000000000000000000,Physical Power Buy,None,None,None,Power,123,Gas Trader,117,NULL,NULL,NULL,MW,2015-01-01 00:00:00.000,2015-12-31 00:00:00.000,NULL,NULL,NULL,Physical,New,Buy,farrms_admin,2015-09-14 00:00:00.000,USD,Float,NULL,NULL,NULL,NULL,NULL,Yes,Physical,2014-08-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Physical Power Buy,NULL,farrms_admin,2015-10-14 12:23:42.230,Hourly,NULL,No,NULL,NULL,92
1188,1190,1245,Demo,POWER,Purchase,PCP2,NULL,4205,34703,33654,4.02000000000000000000,PPA_Questar,2015-06-25 00:00:00.000,Future,PPA,1,2015-09-01 00:00:00.000,2015-09-30 00:00:00.000,HOEP Physical Peak,4411,Palo Verde,1264,Buy,20.000000000000000000,MW,USD,NULL,0.33000000000000000000,Physical Power Buy,None,None,None,Power,123,Gas Trader,117,NULL,NULL,NULL,MW,2015-01-01 00:00:00.000,2015-12-31 00:00:00.000,NULL,NULL,NULL,Physical,New,Buy,farrms_admin,2015-09-14 00:00:00.000,USD,Float,NULL,NULL,NULL,NULL,NULL,Yes,Physical,2014-09-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Physical Power Buy,NULL,farrms_admin,2015-10-14 12:23:42.230,Hourly,NULL,No,NULL,NULL,92
